S01	NONE	WIDE 16:9 scene: Gwanghwamun Gate plaza in modern Seoul at golden misty dawn, the great seated BRONZE statue of King Sejong the Great (dark patina bronze, NOT gold), an aerial sweep gliding across the plaza toward the statue, majestic and reverent. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S02	sejong_film/anim/sejong_child.png	Using the uploaded reference of young boy prince Chungnyeong (child Sejong), SAME boyish face, child hanbok and small black hat as the strict identity guide. Draw a WIDE 16:9 scene: a candle-lit hanok room at night, the little boy prince utterly absorbed in reading an open book, fingertips turning a page, cozy warm glow. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S03	sejong_film/anim/sejong_child.png	Using the uploaded reference of young boy prince Chungnyeong (child Sejong), SAME boyish face, child hanbok and small black hat as the strict identity guide. Draw a WIDE 16:9 scene: a village schoolroom (seodang); three royal boys — the two elder distracted, only little Chungnyeong sitting upright neatly copying text, the teacher smiling warmly. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S04	sejong_film/anim/sejong_child.png	Using the uploaded reference of young boy prince Chungnyeong (child Sejong), SAME boyish face, child hanbok and small black hat as the strict identity guide. Draw a WIDE 16:9 scene: the little prince with slightly red tired eyes; gentle adults softly gathering his books away; the boy reaching toward a bundle of books being carried off, wistful. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S05	sejong_film/anim/sejong_child.png	Using the uploaded reference of young boy prince Chungnyeong (child Sejong), SAME boyish face, child hanbok and small black hat as the strict identity guide. Draw a WIDE 16:9 scene: the little prince in a corner behind a folding paper screen, joyfully discovering ONE last book, eyes shining bright with delight. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S06	sejong_film/anim/sejong_child.png	Using the uploaded reference of young boy prince Chungnyeong (child Sejong), SAME boyish face, child hanbok and small black hat as the strict identity guide. Draw a WIDE 16:9 scene: a pondside pavilion in spring; the young boy prince speaking earnestly and politely, spring breeze in his sleeves, soft water reflections. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S07	sejong_film/anim/sejong_youth.png	Using the uploaded reference of the young man Chungnyeong (youth Sejong), SAME young adult face, scholar's hat and hanbok as the strict identity guide. Draw a WIDE 16:9 scene: a quiet amber-lit study; the young man Chungnyeong deeply reading classics, surrounded by tall piles of books, content. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S08	sejong_film/anim/sejong_youth.png	Using the uploaded reference of the young man Chungnyeong (youth Sejong), SAME young adult face, scholar's hat and hanbok as the strict identity guide. Draw a WIDE 16:9 scene: a curious young man among many things — a gayageum (Korean zither), an astronomy star chart, healing herbs, counting rods — exploring each with bright curiosity. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S09	sejong_film/anim/sejong_youth.png	Using the uploaded reference of the young man Chungnyeong (youth Sejong), SAME young adult face, scholar's hat and hanbok as the strict identity guide. Draw a WIDE 16:9 scene: an autumn lakeside; the young man calmly watching a distant royal procession far away, maple leaves drifting, serene and detached. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S10	sejong_film/anim/sejong_youth.png	Using the uploaded reference of the young man Chungnyeong (youth Sejong), SAME young adult face, scholar's hat and hanbok as the strict identity guide. Draw a WIDE 16:9 scene: a kind young prince warmly and humbly greeting palace people, gently bowing to an elderly servant, warm light. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S11	sejong_film/anim/sejong_youth.png	Using the uploaded reference of the young man Chungnyeong (youth Sejong), SAME young adult face, scholar's hat and hanbok as the strict identity guide. Draw a WIDE 16:9 scene: a palace audience room; an older father king (King Taejong) talking with the young Chungnyeong, the father smiling with quiet pride at his son's wisdom (two figures). warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S12	sejong_film/anim/sejong_youth.png	Using the uploaded reference of the young man Chungnyeong (youth Sejong), SAME young adult face, scholar's hat and hanbok as the strict identity guide. Draw a WIDE 16:9 scene: a temple courtyard; the young man Chungnyeong standing beside his kind bride Queen Soheon, oriental-painting composition, serene (two figures). warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S13	sejong_film/anim/sejong_youth.png	Using the uploaded reference of the young man Chungnyeong (youth Sejong), SAME young adult face, scholar's hat and hanbok as the strict identity guide. Draw a WIDE 16:9 scene: a home wooden veranda; the young father with his wife and three happy laughing children, warm soft-focus family scene. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S14	sejong_film/anim/sejong_youth.png	Using the uploaded reference of the young man Chungnyeong (youth Sejong), SAME young adult face, scholar's hat and hanbok as the strict identity guide. Draw a WIDE 16:9 scene: a back garden at night; the young man gazing up at the bright North Star in a star-filled sky, bamboo silhouettes, contemplative. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S15	sejong_film/real/sejong_youngking.png	Using the uploaded reference of the YOUNG King Sejong, SAME young face, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: the grand throne hall (Geunjeongjeon) enthronement; a 22-year-old young King Sejong upon the throne with the sun-moon-five-peaks folding screen behind, officials bowing low, an aerial sweep descending to the throne, majestic. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S16	sejong_film/real/sejong_youngking.png	Using the uploaded reference of the YOUNG King Sejong, SAME young face, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: close on the newly enthroned young king; his hands tremble slightly but his eyes are firm and determined, candlelight. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S17	sejong_film/real/sejong_youngking.png	Using the uploaded reference of the YOUNG King Sejong, SAME young face, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: the Jiphyeonjeon study hall; the young king gathering talented young scholars among bookshelves, warm amber light, lively. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S18	sejong_film/real/sejong_youngking.png	Using the uploaded reference of the YOUNG King Sejong, SAME young face, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: deep night in the royal office; the diligent young king reading mountains of books and reports by candlelight, a cold untouched meal beside him. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S19	sejong_film/real/sejong_youngking.png	Using the uploaded reference of the YOUNG King Sejong, SAME young face, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: golden countryside fields; the young king touring the fields and market, looking closely at the people's lives and talking with a farmer, an aerial sweep over the fields then down. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S20	sejong_film/real/sejong_youngking.png	Using the uploaded reference of the YOUNG King Sejong, SAME young face, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: a royal council; the king discussing policy with wise senior ministers, brush in hand, incense smoke, low-angle dignified. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S21	sejong_film/real/sejong_youngking.png	Using the uploaded reference of the YOUNG King Sejong, SAME young face, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: outside a government office; common people in tears over an injustice, the king watching from afar with a pained sympathetic look. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S22	sejong_film/real/sejong_youngking.png	Using the uploaded reference of the YOUNG King Sejong, SAME young face, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: the king's chamber by candlelight; the king opening and studying an illustrated picture book. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S23	NONE	WIDE 16:9 scene: a poor farmhouse at sunset; a farmer couple puzzled, unable to read the Chinese characters beside the pictures in a book, tilting their heads helplessly. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S24	sejong_film/real/sejong_mid.png	Using the uploaded reference of middle-aged King Sejong, SAME face, full dark beard, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: a government courtyard; middle-aged King Sejong in red royal robe watching weeping commoners with an aching sympathetic heart, close on his troubled caring face. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S25	sejong_film/real/sejong_mid.png	Using the uploaded reference of middle-aged King Sejong, SAME face, full dark beard, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: the king's desk in the royal office; sweeping aside illustrations, his brush tip unconsciously doodling little circles and lines, extreme close on the brush. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S26	sejong_film/real/sejong_mid.png	Using the uploaded reference of middle-aged King Sejong, SAME face, full dark beard, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: a midnight chamber; the king with tired eyes studying late, sketching letter-stroke trajectories, cool blue night light, orbiting view. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S27	sejong_film/real/sejong_mid.png	Using the uploaded reference of middle-aged King Sejong, SAME face, full dark beard, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: a snowy night; the king's silhouette behind a paper screen places the final small dot, then gazes up at the night sky. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S28	NONE	WIDE 16:9 scene: cosmic dreamlike concept - many newly created glowing Korean Hangeul letter shapes overlapping with constellations in the night sky, an aerial cosmic sweep, leave open empty sky space. In the lower-right, ONE small Joseon-era Korean WOMAN in traditional hanbok (long chima skirt and jeogori), seen from BEHIND, standing on a cliff looking up at the stars. Strictly historical Joseon period - NO modern clothing, NO hoodie, NO sneakers, NO modern person. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S29	sejong_film/real/sejong_mid.png	Using the uploaded reference of middle-aged King Sejong, SAME face, full dark beard, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: a scholars' office; the young scholars with the king happily writing a test book in the new letters, words flowing easily, horizontal tracking. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S30	NONE	WIDE 16:9 scene: a palace courtyard in the morning; an official respectfully holding up a memorial scroll of protest, steadicam wide. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S31	NONE	WIDE 16:9 scene: between the pillars of the royal office; an upright stern official loudly objecting, other ministers nodding, rack focus depth. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S32	sejong_film/real/sejong_mid.png	Using the uploaded reference of middle-aged King Sejong, SAME face, full dark beard, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: the king listening to repeated objections among piles of books, his face slowly hardening, crane-up with cold shadows. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S33	sejong_film/real/sejong_mid.png	Using the uploaded reference of middle-aged King Sejong, SAME face, full dark beard, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: an extreme close-up of middle-aged King Sejong's face at the very limit of his patience, intense cinematic lighting. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S34	sejong_film/anim/sejong_mid.png	Using the uploaded reference of middle-aged King Sejong, SAME face, full dark beard, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: stylized animation — middle-aged King Sejong standing and speaking firmly and clearly, the whole room glowing warm, low angle, powerful and resolute. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S35	NONE	WIDE 16:9 scene: a wide shot — the ministers fallen quiet and respectfully bowing their heads after the king's firm words. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S36	sejong_film/real/sejong_mid.png	Using the uploaded reference of middle-aged King Sejong, SAME face, full dark beard, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: a quiet palace at night under moonlight; the king alone, resolved and firm, lateral dolly. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S37	NONE	WIDE 16:9 scene: surreal educational concept — a warm silvery cross-section diagram of a human mouth and throat showing tongue and lip shapes; leave LARGE empty space around it for letters to be added later; orbit feel. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S38	NONE	WIDE 16:9 scene: pure white hanji paper with a single brush ink stroke and soft ink bleeding; leave LARGE empty clean space for letters to be added later; extreme close brush tip. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S39	NONE	WIDE 16:9 scene: cosmic concept - the North Star above, a round glow (sky), a flat horizontal line (earth), a standing vertical line (person); leave LARGE empty space for letters; a descending crane. A small Joseon-era Korean person in traditional hanbok and a black gat stands on a grassy hill in old Korea; the distant background is traditional hanok village tiled rooftops and gentle mountains at dawn. Strictly historical Joseon period - NO modern city skyline, NO skyscrapers, NO modern buildings, NO modern clothing. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S40	NONE	WIDE 16:9 scene: a glowing ring of light with three simple luminous strokes rotating to combine; leave LARGE empty central space for vowel letters to be added later; orbiting. The setting is a traditional Korean hanok scholar study - a low wooden desk, rolled hanji paper scrolls, an old ink stone and brush, a lit candle, old thread-bound Korean books on plain wooden shelves. Strictly historical Joseon period - NO modern desk lamp, NO modern bookshelf, NO potted houseplants, NO modern objects. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S41	sejong_film/real/sejong_mid.png	Using the uploaded reference of middle-aged King Sejong, SAME face, full dark beard, black ikseongwan royal crown, red gonryongpo robe with golden dragon roundels as the strict identity guide. Draw a WIDE 16:9 scene: the sunlit Sujeongjeon courtyard; scholars holding the Hunminjeongeum book and bowing, the king on the throne pleased, calligraphy scattering as golden particles, dolly-in & jib down. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S42	sejong_film/real/sejong_old.png	Using the uploaded reference of elderly King Sejong, SAME dignified aged face with white-streaked beard, black ikseongwan royal crown, red gonryongpo robe as the strict identity guide. Draw a WIDE 16:9 scene: the royal office; elderly King Sejong tenderly caressing books written in the new Hangeul, warm engraved light. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S43	sejong_film/real/sejong_old.png	Using the uploaded reference of elderly King Sejong, SAME dignified aged face with white-streaked beard, black ikseongwan royal crown, red gonryongpo robe as the strict identity guide. Draw a WIDE 16:9 scene: an examination yard; clerks taking a Hangeul writing test, red circles marking correct answers, crane down. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S44	sejong_film/real/sejong_old.png	Using the uploaded reference of elderly King Sejong, SAME dignified aged face with white-streaked beard, black ikseongwan royal crown, red gonryongpo robe as the strict identity guide. Draw a WIDE 16:9 scene: a quiet chamber; the aged king keeping his books close despite weak eyes, heavy diagonal dolly. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S45	sejong_film/real/sejong_old.png	Using the uploaded reference of elderly King Sejong, SAME dignified aged face with white-streaked beard, black ikseongwan royal crown, red gonryongpo robe as the strict identity guide. Draw a WIDE 16:9 scene: dawn mist; the gentle view drifting to the pine trees of Yeongneung outside the window, a peaceful tender ending mood. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S46	NONE	WIDE 16:9 scene: a museum glass case holding the precious Hunminjeongeum book, dissolving toward bright modern classrooms around the world learning Hangeul, slide then orbit. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
S47	NONE	WIDE 16:9 scene: a coda — Korean letter-strokes rising as glowing particles of light, an uplifting bridge between the animated past and the bright present; leave open glowing space for letters. warm friendly modern Korean webtoon / flat vector illustration, simplified clean lines, soft pastel colors, NORMAL human proportions (NOT chibi), 16:9 wide composition. No text, no watermark, no captions, no subtitles.
S48	NONE	WIDE 16:9 scene: modern Gwanghwamun Square; a joyful Hangeul Day festival with people from all over the world enjoying Hangeul, letters rising into the autumn sky, horizontal tracking up to a jib-up finale. cinematic semi-realistic painterly illustration, soft realistic lighting and textures, historical Joseon-era Korea, dignified warm mood, 16:9 wide cinematic composition. No text, no watermark, no captions, no subtitles.
